For M5|Adr   203|KD1     N035      24.0 C  1   2|Rb        1.81665 m   |HD         19.510 m   |                      | 
For M5|Adr   204|KD1       19      24.0 C  1   2|Rf        1.78910 m   |HD         19.666 m   |                      | 
For M5|Adr   205|KD1       19      24.0 C  1   2|Rf        1.78903 m   |HD         19.672 m   |                      | 
For M5|Adr   206|KD1     N035      24.0 C  1   2|Rb        1.81651 m   |HD         19.503 m   |                      | 
For M5|Adr   207|KD1       19      24.0 C      2|                      |                      |Z        99.99979 m   | 
For M5|Adr   208|KD1     N033      24.0 C  1   2|Rf        1.78764 m   |HD         19.587 m   |                      | 
For M5|Adr   209|KD1       19      24.0 C  1   2|Rb        1.78750 m   |HD         19.559 m   |                      | 
For M5|Adr   210|KD1       19      24.0 C  1   2|Rb        1.78758 m   |HD         19.568 m   |                      | 
For M5|Adr   211|KD1     N033      24.0 C  1   2|Rf        1.78762 m   |HD         19.574 m   |                      | 
For M5|Adr   212|KD1     N033      24.0 C      2|                      |                      |Z        99.99970 m   | 
For M5|Adr   213|KD1     N033                  2|Sh       -2.94015 m   |dz        0.00030 m   |Z       100.00000 m   | 
For M5|Adr   214|KD2     N033       20         2|Db         390.69 m   |Df         390.14 m   |Z        99.99970 m   | 
For M5|Adr   215|TO  End-Line                  2|                      |                      |                      | 
